,Price,Bedroom,Area,Title,Place,Post Timing,Finishing,House Type,Parking Type,Bathroom,Link
562,1088000,6,,1/2 DUPLEX 6bed 4 bath in Burnaby!,East Burnaby,2020-07-06T17:09:26-0700,unfurnished,apartment,NA,4,https://vancouver.craigslist.org/bnc/reb/d/burnaby-1-2-duplex-6bed-4-bath-in/7154704789.html
563,319900,1,0771,*** 1st time home buyers are Welcome here ***,Surrey,2020-07-06T17:01:36-0700,unfurnished,apartment,detached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-1st-time-home-buyers-are-welcome/7154700838.html
564,1998000,5,57,Top Floor Ocean Views at Bishop Hill,South Surrey White Rock,2020-07-06T16:55:38-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/rds/reb/d/white-rock-top-floor-ocean-views-at/7154697723.html
565,NA,r,57,PRIVATE SALE....PRIVATE SALE....HOUSE IN SARDIS.BC,"PROMONTORY,CHILLIWACK.BC",2020-07-06T16:44:57-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/rds/reo/d/chilliwack-west-private-saleprivate/7154692081.html
566,824900,4,57,"South Facing, Valley View, Full Sun, Fenced Acreage on Pender Island",Pender Island,2020-06-19T15:13:59-0700,unfurnished,house,street parking,2,https://vancouver.craigslist.org/van/reo/d/pender-island-south-facing-valley-view/7144916071.html
567,860000,3,,Great Property in Coquitlam,Coquitlam,2020-07-06T15:46:18-0700,unfurnished,house,detached garage,2.5,https://vancouver.craigslist.org/pml/reb/d/coquitlam-great-property-in-coquitlam/7154661139.html
568,449000,2,911,*** Attn: First Time Buyers & Investors ***,Burnaby,2020-07-03T17:07:19-0700,unfurnished,apartment,NA,1.5,https://vancouver.craigslist.org/bnc/reb/d/burnaby-attn-first-time-buyers/7153159496.html
569,649900,3,116,*** Fantastic 3 Bedroom Townhouse at SFU on Burnaby Mountain ***,Burnaby,2020-06-18T17:59:05-0700,unfurnished,townhouse,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-fantastic-3-bedroom-townhouse/7144382501.html
570,425000,2,1101,*** Gorgeous 2 Bed/2 Bath 1100 sqft Condo ***,Langley,2020-06-18T18:07:56-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/langley-gorgeous-2-bed-2-bath-1100-sqft/7144386304.html
571,577000,2,1110,*** Location! Location! Large Ground Floor 2 Bedroom Condo ***,Coquitlam,2020-06-18T18:14:55-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/coquitlam-location-location-large/7144389133.html
572,1,NA,NA,home apartment condo tile grout furniture  carpet cleaning,NA,2020-06-07T07:42:30-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reo/d/surrey-home-apartment-condo-tile-grout/7137407389.html
573,990000,4,,180 ocean view home,Sechelt,2020-06-06T20:28:13-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/rch/reo/d/sechelt-180-ocean-view-home/7137280905.html
574,990000,4,,180 ocean view home,Sechelt,2020-06-06T20:34:50-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/pml/reo/d/sechelt-180-ocean-view-home/7137282428.html
575,1488000,3,,"Home in Richmond. 3 Beds(Easy to get 4 bdrms), 3 Baths",Richmond,2020-07-06T15:39:03-0700,unfurnished,house,NA,2.5,https://vancouver.craigslist.org/van/reb/d/home-in-richmond-3-bedseasy-to-get-4/7154657089.html
576,1088000,3,,"A home with Character - Townhouse in Richmond. 3 Beds, 3 Baths",Richmond,2020-07-06T15:35:11-0700,unfurnished,townhouse,NA,2.5,https://vancouver.craigslist.org/van/reb/d/home-with-character-townhouse-in/7154654832.html
577,519900,2,1169,Family-friendly townhouse in Clayton Rise,Clayton,2020-07-06T15:25:54-0700,unfurnished,townhouse,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/surrey-family-friendly-townhouse-in/7154649417.html
578,2849000,2,1447,APARTMENT/CONDO FOR SALE IN WEST END - 1111 Alberni St,Vancouver,2020-07-06T15:16:43-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-apartment-condo-for-sale-in/7154643773.html
579,1199000,2,1016,APARTMENT/CONDO FOR SALE IN DOWNTOWN - 618 ABBOTT STREET,Vancouver,2020-07-06T15:07:01-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-apartment-condo-for-sale-in/7154637933.html
580,820000,2,880,1210 3333 BROWN ROAD,RICHMOND,2020-07-06T14:52:34-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/rch/reb/d/richmond-brown-road/7154628834.html
581,NA,NA,NA,NEW LISTING @1563 KEIL ST WHITE ROCK,SOUTH SURREY WHITE ROCK,2020-07-06T14:33:17-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/white-rock-new-listing-1563-keil-st/7154616246.html
582,269900,2,86,INVESTOR ALERT: New Listing in the Newmark 2Bed/2Bath,Chilliwack,2020-06-16T16:29:03-0700,unfurnished,apartment,street parking,2,https://vancouver.craigslist.org/rds/reb/d/chilliwack-investor-alert-new-listing/7143123024.html
583,214900,1,86,Great Investor Opportunity | 414-45555 Yale Road (the Vibe),Chillwack,2020-06-16T16:30:46-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/rds/reb/d/chilliwack-great-investor-opportunity/7143123870.html
584,324900,2,971,Large 2-bedroom condo in the popular Summit! 302-46262 First Avenue,Chilliwack East,2020-06-16T16:34:18-0700,unfurnished,apartment,street parking,2,https://vancouver.craigslist.org/rds/reb/d/chilliwack-large-2-bedroom-condo-in-the/7143125726.html
585,295000,1,8,"1-Bedroom plus Den, second floor unit in Sardis Condo Building",Chilliwack-Sardis,2020-06-16T16:37:04-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/rds/reb/d/chilliwack-1-bedroom-plus-den-second/7143127071.html
586,299900,1,840,Fabulous top-floor condo at the sought-after Summit building!,Chilliwack East,2020-06-16T16:23:01-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/rds/reb/d/chilliwack-fabulous-top-floor-condo-at/7143120013.html
587,1088800,3,1975,House for Sale in Riverwood Area,Port Coquitlam,2020-07-06T14:25:54-0700,unfurnished,house,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-house-for-sale-in/7154611348.html
588,988000,2,866,Desirable 2 bed 2 bath + den in Yaletown,Downtown,2020-07-06T14:22:10-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-desirable-2-bed-2-bath-den-in/7154608872.html
589,899900,2,1008,Your Penthouse in Burnaby 2 bed 2 full bath + 1 den,Vancouver Heights,2020-07-06T14:16:35-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-your-penthouse-in-burnaby-2-bed/7154605125.html
590,819900,2,107,Luxury apartment ready to move in 2 bed 2 bath 1 flex,Vancouver Heights,2020-07-06T14:10:05-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-luxury-apartment-ready-to-move/7154600892.html
591,688000,1,6,Stunning city view in South Granville 1 bed 1 bath,SW Marine,2020-07-06T14:04:10-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-stunning-city-view-in-south/7154596872.html
592,1099999,7,,"A home with Character - Home in Surrey. 7 Beds, 3 Baths",Surrey,2020-07-02T17:50:22-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/home-with-character-home-in-surrey-7/7152613438.html
593,399000,2,844,"You've got to see this! Condos in Surrey. 2 Beds, 2 Baths",Surrey,2020-07-03T15:46:57-0700,unfurnished,condo,detached garage,2,https://vancouver.craigslist.org/rds/reb/d/surrey-inner-northwest-youve-got-to-see/7153123881.html
594,398800,2,874,"Unit 409 at 14885 100th Ave - Condos in Surrey. 2 Beds, 1 Baths",Surrey,2020-06-09T12:03:27-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-unit-409-at-th-ave-condos-in/7138773455.html
595,1480000,6,3811,"16115 16A AVENUE Surrey, BC V4A9J9 - Home in Surrey. 6 Beds, 6 Baths",Surrey,2020-06-09T12:07:37-0700,unfurnished,house,attached garage,4,https://vancouver.craigslist.org/rds/reb/d/surrey-a-avenue-surrey-bc-v4a9j9-home/7138776486.html
596,1288800,6,,"Bring your family home to this Home in Surrey. 6 Beds, 4 Baths",Surrey,2020-06-09T12:09:10-0700,unfurnished,house,attached garage,4,https://vancouver.craigslist.org/rds/reb/d/surrey-north-bring-your-family-home-to/7138777593.html
597,425000,2,874,"This home stands out! Condos in Surrey. 2 Beds, 1 Baths",Surrey,2020-06-09T19:02:28-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-this-home-stands-out-condos-in/7139010536.html
598,705000,4,1801,"How would you rate this home? Townhouse in Burnaby. 4 Beds, 3 Baths",Burnaby,2020-07-06T14:01:55-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/bnc/reb/d/burnaby-how-would-you-rate-this-home/7154595282.html
599,645000,2,8,Gorgeous mountain view from this 2 bed 2 bath,North Coquitlam,2020-07-06T13:59:22-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-central-gorgeous/7154593555.html
600,1980000,3,8,202 2239 W7th ( Yew & Vine ) KITS FOR SALE,Vancouver,2020-06-16T10:03:36-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-w7th-yew-vine-kits-for-sale/7142866611.html
601,425000,2,146,** NEW LISTING ** Large corner unit condo in Langley,"Langley, BC",2020-07-06T13:44:29-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/langley-city-new-listing-large-corner/7154583379.html
602,405000,2,767,Apartment condo sale by owner Calera at Clayton,Clayton Surrey,2020-07-01T20:28:58-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/rds/reo/d/surrey-apartment-condo-sale-by-owner/7152084633.html
603,899800,2,858,APARTMENT/CONDO FOR SALE IN DOWNTOWN - 58 Keefer Place,Vancouver,2020-07-06T13:37:46-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-apartment-condo-for-sale-in/7154578614.html
604,958000,2,848,APARTMENT/CONDO FOR SALE IN DOWNTOWN - 618 ABBOTT STREET,Vancouver,2020-07-06T13:24:30-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-apartment-condo-for-sale-in/7154569444.html
605,1249000,2,,Beautiful 3 Bedroom Home on a Premium Lot in Squamish,Squamish,2020-06-30T12:30:44-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/nvn/reo/d/squamish-beautiful-3-bedroom-home-on/7151244933.html
606,1688000,4,5787,"JUST LISTED!! 6572 BUTLER Street, Vancouver",Killarney VE,2020-07-01T17:47:42-0700,unfurnished,house,detached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-just-listed-6572-butler/7152027371.html
607,472000,2,974,"JUST LISTED!! 1804 121 Tenth Street, New Westminster",Uptown NW,2020-06-30T22:05:46-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-southwest-just-listed/7151510778.html
608,798000,2,808,"JUST LISTED!! 1106 6383 MCKAY Avenue, Burnaby",Metrotown,2020-06-23T11:34:04-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-just-listed-mckay-avenue-burnaby/7147062047.html
609,1088000,2,1141,"JUST LISTED! 2 bedrooms, 2 baths, 1,141 sq. ft. Condo for sale",Yaletown,2020-06-13T18:11:12-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-just-listed-2-bedrooms-2/7141403996.html
610,968000,2,85,APARTMENT/CONDO FOR SALE IN DOWNTOWN - 689 ABBOTT STREET,Vancouver,2020-07-06T12:59:20-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-apartment-condo-for-sale-in/7154551168.html
611,699000,5,588,CONDO FOR SALE : 2804 438 SEYMOUR STREET,Vancouver,2020-07-06T12:55:29-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-condo-for-sale-seymour-street/7154548419.html
612,1,3,588,***HOT NEW LISTING***,South Surrey White Rock,2020-07-06T12:46:26-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/rds/reb/d/surrey-hot-new-listing/7154541843.html
613,1038000,2,963,APARTMENT/CONDO FOR SALE IN DOWNTOWN - 633 ABBOTT STREET,VANCOUVER WEST,2020-07-06T12:45:58-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-apartment-condo-for-sale-in/7154541458.html
614,499800,1,759,"APARTMENT/CONDO FOR SALE IN VANCOUVER HEIGHTS, 3755 ALBERT STREET",Burnaby North,2020-07-06T12:36:10-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/burnaby-apartment-condo-for-sale-in/7154534330.html
615,689900,4,,NEW PRICE for this 4 Bedroom Townhome!,Cloverdale,2020-07-06T12:34:47-0700,unfurnished,townhouse,attached garage,4,https://vancouver.craigslist.org/rds/reb/d/surrey-new-price-for-this-4-bedroom/7154533325.html
616,2250000,5,,10.01 ACRES - HOUSE AND ACREAGE,NA,2020-07-06T12:23:10-0700,unfurnished,land,NA,3,https://vancouver.craigslist.org/rds/reb/d/langley-township-southwest-1001-acres/7154524817.html
617,599000,3,,"** NEW PRICE ** 1841 3 Ave SE, Salmon Arm, BC (92113)",Salmon Arm,2020-06-21T10:55:31-0700,unfurnished,house,attached garage,2.5,https://vancouver.craigslist.org/rds/reo/d/salmon-arm-new-price-ave-se-salmon-arm/7145846176.html
618,479000,3,,"6840 Faulk Rd. Falkland, BC (92002)",Falkland,2020-06-21T10:36:52-0700,unfurnished,house,street parking,2,https://vancouver.craigslist.org/rds/reo/d/central-okanagan-6840-faulk-rd-falkland/7145836077.html
619,399000,4,,"626 Pine St, Sicamous, BC (92115)",Sicamous,2020-06-21T10:43:25-0700,unfurnished,house,attached garage,2.5,https://vancouver.craigslist.org/rds/reo/d/sicamous-626-pine-st-sicamous-bc-92115/7145839731.html
620,897900,6,,"760 Anders Rd, West Kelowna, BC (353133)",West Kelowna,2020-06-07T11:01:16-0700,unfurnished,house,attached garage,4.5,https://vancouver.craigslist.org/rds/reo/d/west-kelowna-760-anders-rd-west-kelowna/7137521549.html
621,729500,4,,"9823 Sonata Rd, Lake Country, BC (92116)",Lake Country,2020-06-07T11:02:01-0700,unfurnished,house,attached garage,4,https://vancouver.craigslist.org/rds/reo/d/winfield-9823-sonata-rd-lake-country-bc/7137521994.html
622,299000,NA,NA,"Lot 33, 7235 Dunwaters Rd, Kelowna, BC (93996)",Kelowna,2020-06-14T10:12:33-0700,unfurnished,land,NA,4,https://vancouver.craigslist.org/rds/reo/d/kelowna-lot-dunwaters-rd-kelowna-bc/7141662693.html
623,389900,3,NA,"62-8300 Gallagher Lake Frontage Rd, Oliver, BC (353153)",Gallagher Lake,2020-06-13T18:06:44-0700,unfurnished,NA,attached garage,2,https://vancouver.craigslist.org/rds/reo/d/south-okanagan-gallagher-lake-frontage/7141402381.html
624,745000,3,NA,"303 Leach St, Revelstoke, BC (92119)",Revelstoke,2020-06-14T10:15:28-0700,unfurnished,house,street parking,2,https://vancouver.craigslist.org/rds/reo/d/revelstoke-303-leach-st-revelstoke-bc/7141664462.html
625,235000,3,NA,"62-1885 Tappen Notch Hill Rd, Tappen, BC  (93997)",Tappen,2020-06-14T10:28:48-0700,unfurnished,NA,attached garage,2,https://vancouver.craigslist.org/rds/reo/d/central-okanagan-tappen-notch-hill-rd/7141672967.html
626,236000,3,NA,"3807 32 Ave #15, Vernon, BC (92118)",Vernon,2020-06-14T10:13:24-0700,unfurnished,townhouse,NA,1.5,https://vancouver.craigslist.org/rds/reo/d/vernon-central-ave-15-vernon-bc-92118/7141663198.html
627,790000,5,NA,"7136 Apex Dr, Vernon, BC (92001)",Vernon,2020-06-14T11:01:14-0700,unfurnished,house,attached garage,3.5,https://vancouver.craigslist.org/rds/reo/d/vernon-7136-apex-dr-vernon-bc-92001/7141693245.html
628,848000,4,NA,"56 Jordan Dr, Revelstoke, BC  (93104)",Revelstoke,2020-06-14T10:11:37-0700,unfurnished,house,NA,2.5,https://vancouver.craigslist.org/rds/reo/d/central-okanagan-56-jordan-dr/7141662125.html
629,579000,5,NA,"2825 Juniper Cres, Sorrento, BC (93994)",Sorrento,2020-06-26T11:14:22-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/rds/reo/d/central-okanagan-2825-juniper-cres/7148866950.html
630,209900,NA,NA,3207 Hautala Rd - 7.38 Treed Acres (65321),Sorrento,2020-06-26T11:00:45-0700,unfurnished,land,NA,3,https://vancouver.craigslist.org/rds/reo/d/central-okanagan-3207-hautala-rd-treed/7148856802.html
631,818000,6,NA,"2620 Paramount Dr, West Kelowna, BC (353126)",West Kelowna,2020-06-26T11:30:10-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/rds/reo/d/westbank-2620-paramount-dr-west-kelowna/7148878426.html
632,729000,5,NA,"6465 Clover Rd, Vernon, BC (92003)",Vernon,2020-06-26T11:19:16-0700,unfurnished,house,attached garage,4,https://vancouver.craigslist.org/rds/reo/d/vernon-6465-clover-rd-vernon-bc-92003/7148870458.html
633,449000,2,710,2 Bed 🛏️ 1 bath For Sale @ S.F.U Burnaby,Burnaby,2020-06-11T11:49:07-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/bnc/reb/d/burnaby-2-bed-1-bath-for-sale-sfu/7139985832.html
634,180000,1,710,A Piece of Paradise For Sale By Owner,Cultus Lake,2020-07-06T12:01:39-0700,unfurnished,NA,NA,1,https://vancouver.craigslist.org/van/reo/d/lindell-beach-piece-of-paradise-for/7154508543.html
635,95000,2,800,Beautiful live-aboard houseboat,Maple Ridge,2020-07-06T11:38:25-0700,furnished,NA,street parking,1,https://vancouver.craigslist.org/pml/reo/d/maple-ridge-beautiful-live-aboard/7154490371.html
636,799900,2,1043,"2BED, 2BATH & 1 FLEX APARTMENT FOR SALE -WATERVIEW",NEW WESTMINSTER,2020-07-06T11:34:23-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reo/d/new-westminster-2bed-2bath-1-flex/7154487090.html
637,1177000,3,3,Upper Murrayville rancher,Langley,2020-07-06T11:26:46-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reo/d/langley-city-upper-murrayville-rancher/7154480970.html
638,2300,2,844,Metrotown brand new 2 bedroom condo for lease,Burnaby,2020-07-02T23:28:07-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-metrotown-brand-new-2-bedroom/7152701418.html
639,379800,1,558,"Large, like new 1 Bdrm in North Surrey!",Whalley,2020-07-06T10:50:25-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-large-like-new-1-bdrm-in-north/7154451789.html
640,1180000,2,1015,2 bedroom townhome with stunning views,Mount Pleasant,2020-06-22T19:53:15-0700,unfurnished,townhouse,attached garage,1.5,https://vancouver.craigslist.org/van/reb/d/vancouver-2-bedroom-townhome-with/7146715441.html
641,1099000,2,11,2 Storey Condo in Beautiful Compass in Seylynn,610 680 Seylynn Crescent,2020-07-06T10:06:57-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/van/reb/d/north-vancouver-2-storey-condo-in/7154416961.html
642,850000,3,1840,We BUY HOUSES,Vancouver,2020-07-06T10:41:15-0700,unfurnished,house,attached garage,2.5,https://vancouver.craigslist.org/rds/reo/d/vancouver-we-buy-houses/7154444308.html
643,2350,3,1350,3-bedrm 2- bathrm ground level east van for rent,Vancouver,2020-06-07T11:54:00-0700,unfurnished,house,street parking,2,https://vancouver.craigslist.org/van/reo/d/vancouver-3-bedrm-2-bathrm-ground-level/7137554757.html
644,648000,1,771,Brand New 1 Bed & Den in Award Winning Compass Building,402 680 Seylynn Crescent,2020-07-06T10:06:08-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/van/reb/d/north-vancouver-brand-new-1-bed-den-in/7154416314.html
645,349900,1,746,Sherwood Green Corner End Unit!,Surrey,2020-07-06T09:59:00-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/surrey-sherwood-green-corner-end-unit/7154410356.html
646,548000,1,560,Luxury Living at Kensington Gardens,Vancouver,2020-07-06T10:05:46-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/van/reb/d/vancouver-luxury-living-at-kensington/7154416018.html
647,3298000,5,5387,Absolutely Stunning Custom Built 5BR 5BA House in the Grand Boulevard.,1707 GRAND BOULEVARD,2020-07-06T10:05:26-0700,unfurnished,house,detached garage,5,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-absolutely-stunning/7154415733.html
648,989900,2,1100,Exclusive: Premium Living in Lynn Valley - The Residences,North Vancouver,2020-07-06T10:05:06-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-east-central-exclusive/7154415481.html
649,1999900,4,1733,Penthouse Living at its Finest!,White Rock and District,2020-07-06T09:49:17-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/white-rock-penthouse-living-at-its/7154402793.html
650,1029900,2,1193,Exclusive: Premium Living in Lynn Valley - The Residences,North Vancouver,2020-07-06T09:57:38-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-exclusive-premium/7154409309.html
651,549000,2,750,Manufactured home with lot,Anmore,2020-07-06T09:56:47-0700,unfurnished,NA,street parking,1,https://vancouver.craigslist.org/pml/reo/d/port-moody-manufactured-home-with-lot/7154408625.html
652,1049900,2,1,Exclusive: Premium Living in Lynn Valley - The Residences,North Vancouver,2020-07-06T09:57:18-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-exclusive-premium/7154409032.html
653,4188000,6,5655,Stunning Dream Home situated in serene Forest Hills,North Vancouver,2020-07-06T09:56:55-0700,unfurnished,house,attached garage,8,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-stunning-dream-home/7154408723.html
654,632000,2,1305,High Level Executive 2 Bedroom Condo in Coquitlam,North Coquitlam,2020-07-06T09:56:39-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/coquitlam-high-level-executive-2/7154408520.html
655,1849000,2,1,Luxury Condo in Olympic Village with views,Vancouver,2020-07-06T09:56:12-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/van/reo/d/vancouver-luxury-condo-in-olympic/7154408155.html
656,579000,2,1117,Beautiful Townhome on Burnaby Mountain,SFU Burnaby Mountain,2020-06-23T15:32:52-0700,unfurnished,townhouse,attached garage,2,https://vancouver.craigslist.org/van/reb/d/burnaby-beautiful-townhome-on-burnaby/7147223575.html
657,5350000,8,5630,Luxury 8BR + 10BA Home with OCEAN VIEW & LIONS GATE BRIDGE,West Vancouver,2020-07-06T09:47:12-0700,unfurnished,house,attached garage,9+,https://vancouver.craigslist.org/van/reb/d/west-vancouver-luxury-8br-10ba-home/7154401168.html
658,2088000,8,357,Custom Built Home w/ High Income Potential,Renfrew - Hastings Sunrise,2020-07-06T09:46:54-0700,unfurnished,house,NA,6,https://vancouver.craigslist.org/van/reb/d/vancouver-custom-built-home-high-income/7154400946.html
659,938000,2,919,2 Bedroom Condo in Sought After Solo 2,Brentwood,2020-07-06T09:46:38-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-2-bedroom-condo-in-sought-after/7154400749.html
660,3690000,5,4178,Spacious contemporary solid home in the heart of Ambleside,1489 Haywood Ave,2020-07-06T09:46:08-0700,unfurnished,house,attached garage,5,https://vancouver.craigslist.org/van/reb/d/west-vancouver-spacious-contemporary/7154400354.html
661,1399900,3,,Well Maintained Home!,Coquitlam,2020-07-06T09:31:34-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/pml/reb/d/coquitlam-well-maintained-home/7154388890.html
662,1375000,3,3878,Lovely Queens Park Family Home!,New Westminster,2020-07-06T09:39:31-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-lovely-queens-park/7154395162.html
663,4628000,5,5001,PANORAMIC 180 degree OCEAN & CITY VIEWS in the desirable Westhill,West Vancouver,2020-07-06T09:38:01-0700,unfurnished,house,attached garage,5,https://vancouver.craigslist.org/van/reb/d/west-vancouver-panoramic-180-degree/7154393900.html
664,498000,1,630,Welcome to Central Lonsdales' Best Kept Secret..Alegria!,Central Lonsdale,2020-07-06T09:37:42-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-welcome-to-central/7154393678.html
665,4188000,6,5655,Stunning Dream Home situated in serene Forest Hills,North Vancouver,2020-07-06T09:37:25-0700,unfurnished,house,attached garage,8,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-stunning-dream-home/7154393453.html
666,3950000,3,,Rare Opportunity to own 18.63 Acres in Langley,Township of Langley,2020-07-06T09:36:51-0700,unfurnished,house,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/langley-rare-opportunity-to-own-1863/7154393011.html
667,424000,2,919,Spacious 2bed  1 bath Apartment MLS R2471500,New Westminster,2020-07-02T17:05:06-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-spacious-2bed-1-bath/7152594198.html
668,419900,3,1145,Beautiful Townhome!,Aldergrove,2020-07-06T09:21:17-0700,unfurnished,townhouse,NA,2,https://vancouver.craigslist.org/rds/reb/d/aldergrove-beautiful-townhome/7154380968.html
669,1795000,5,1145,11.19 ACRES - 2 HOMES AND 2 BUILDINGS.,NA,2020-07-06T09:19:48-0700,unfurnished,land,NA,4,https://vancouver.craigslist.org/van/reb/d/chilliwack-central-1119-acres-2-homes/7154380023.html
670,1498000,4,,Best Value in Upper Delbrook 4 Bed 3 Bath House,North Vancouver,2020-07-06T09:19:31-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-best-value-in-upper/7154379797.html
671,1285000,4,,Government Road Address w/o the Government Road Price!,North Burnaby,2020-07-06T09:18:57-0700,unfurnished,house,attached garage,2.5,https://vancouver.craigslist.org/bnc/reb/d/burnaby-government-road-address-o-the/7154379358.html
672,2438000,5,3191,Beautiful New Luxury Home with Acreage,Maple Ridge,2020-07-06T09:18:11-0700,unfurnished,house,attached garage,6,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-beautiful-new-luxury-home/7154378768.html
673,499800,1,71,Lovely 1 Bedroom!,North Vancouver,2020-07-06T09:11:12-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/nvn/reb/d/west-vancouver-lovely-1-bedroom/7154373374.html
674,699900,3,1018,"Premium 3 Bed, 2 Bath Condo",Downtown New Westminster,2020-06-08T10:05:08-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/van/reb/d/new-westminster-northeast-premium-3-bed/7138061014.html
675,679900,2,980,"Premium 2 Bedroom, 3 Bathroom",Downtown  New Westminster,2020-06-08T09:44:43-0700,unfurnished,condo,attached garage,3,https://vancouver.craigslist.org/van/reb/d/new-westminster-northeast-premium-2/7138045188.html
