,Price,Bedroom,Area,Title,Place,Post Timing,Finishing,House Type,Parking Type,Bathroom,Link
637,2650,4,1775,South Surrey's 3 Years' New Townhouse for Rent,SURREY,2020-07-20T18:13:07-0700,unfurnished,townhouse,attached garage,3.5,https://vancouver.craigslist.org/rds/reo/d/mission-south-surreys-3-years-new/7163035269.html
638,132000,NA,NA,***Lot near the Beach,Nanaimo,2020-07-12T13:53:45-0700,unfurnished,land,NA,3.5,https://vancouver.craigslist.org/pml/reb/d/nanaimo-lot-near-the-beach/7158171794.html
639,657000,3,1760,*** Reduced *** Oceanfront community ; Detached Patio Home,Craig Bay,2020-06-30T16:56:34-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/rch/reb/d/parksville-reduced-oceanfront-community/7151406299.html
640,579900,3,1730,Immaculate Rancher,Qualicum Beach,2020-06-28T10:43:08-0700,unfurnished,house,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/qualicum-beach-immaculate-rancher/7149980026.html
641,130000,1,4,1 Bd Hawaiian cottage,"Kaniahiku village, Big Island, Pahoa, Hawaii",2020-07-20T17:32:57-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/van/reo/d/mississauga-1-bd-hawaiian-cottage/7163017904.html
642,1200,2,,2 bedroom basement,North delta,2020-07-20T17:26:07-0700,unfurnished,house,street parking,1,https://vancouver.craigslist.org/rds/reo/d/delta-2-bedroom-basement/7163014684.html
643,799900,2,910,Brand New Condo Presale Assignment on Burquitlam Skytrain,Coquitlam,2020-07-16T07:58:38-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reo/d/coquitlam-brand-new-condo-presale/7160315807.html
644,1349990,2,1,Brand New Penthouse Coquitlam,COQUITLAM,2020-06-21T19:23:33-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reo/d/coquitlam-brand-new-penthouse-coquitlam/7146071278.html
645,1349900,2,1,Brand New Penthouse Coquitlam,COQUITLAM,2020-06-21T19:28:49-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reo/d/coquitlam-brand-new-penthouse-coquitlam/7146072854.html
646,5495000,5,79,Stunning Private Waterfront Estate | 6 Montizambert Wynd,West Vancouver,2020-07-14T15:48:45-0700,unfurnished,house,attached garage,3.5,https://vancouver.craigslist.org/van/reo/d/west-vancouver-west-stunning-private/7159442362.html
647,599999,3,79,Rancher house in Maple Ridge for CHEAP!,Maple Ridge,2020-07-20T16:12:47-0700,unfurnished,apartment,NA,0,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-rancher-house-in-maple/7162978285.html
648,1199999,7,79,7 bedrooms 2 mortgage helpers house in Panorama Ridge,Surrey,2020-07-20T15:47:06-0700,unfurnished,apartment,NA,5.5,https://vancouver.craigslist.org/rds/reb/d/surrey-lower-west-7-bedrooms-2-mortgage/7162964442.html
649,895,NA,NA,Barn and Property to Rent,Maple Ridge,2020-07-20T16:02:17-0700,unfurnished,land,NA,5.5,https://vancouver.craigslist.org/pml/reo/d/maple-ridge-barn-and-property-to-rent/7162972721.html
650,1550000,2,,Investment Property,Vancouver Hastings Sunrise.,2020-07-20T15:45:15-0700,unfurnished,apartment,NA,5.5,https://vancouver.craigslist.org/van/reb/d/vancouver-investment-property/7162963424.html
651,799000,3,1,Beautiful 3 bedroom loft in Queensborough,New Westminster,2020-07-01T15:28:20-0700,unfurnished,NA,attached garage,3,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-southwest-beautiful-3/7151958287.html
652,899000,2,964,Gorgeous 2 bedroom & 2 bathroom home in Kitsilano,Kitsilano,2020-07-01T16:50:56-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-gorgeous-2-bedroom-2-bathroom/7152000986.html
653,598000,1,630,Exclusive listing at The Columbia in New Westminster,New Westminster,2020-06-22T19:55:39-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-northeast-exclusive/7146716246.html
654,609900,3,1358,"Amazing View, 2 bedroom Townhouse",Langley,2020-07-20T14:46:19-0700,unfurnished,townhouse,attached garage,2.5,https://vancouver.craigslist.org/rds/reb/d/langley-amazing-view-2-bedroom-townhouse/7162928870.html
655,1150000,4,7474,BUILDER'S ALERT - Exclusive Assignment for Subdividable PROPERTY,North Delta,2020-07-18T13:37:36-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/delta-northeast-builders-alert/7161765087.html
656,474999,2,864,"Fleetwood Condo For Sale, MUST SEE!! 2 Bed / 2Bath/ 2 Parking",Fleetwood Surrey,2020-07-20T13:31:04-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-fleetwood-condo-for-sale-must/7162878617.html
657,720000,3,,Rare! 3 Br Rancher with Large Heated Workshop,Courtenay South,2020-07-20T13:27:10-0700,unfurnished,land,street parking,2.5,https://vancouver.craigslist.org/van/reo/d/courtenay-rare-3-br-rancher-with-large/7162875787.html
658,2688000,5,5638,Experience the ultimate luxury living,16 Georgia Wynd,2020-07-20T13:19:09-0700,unfurnished,house,attached garage,5,https://vancouver.craigslist.org/rds/reb/d/delta-southwest-experience-the-ultimate/7162870139.html
659,1699000,2,1697,Open House THIS SUNDAY at Iconic Mid-Century Hycroft Towers,"Vancouver, BC",2020-07-20T13:12:41-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-open-house-this-sunday-at/7162865525.html
660,25000,NA,NA,Dont invest in real estate - 4% per month on safe investment strategy,langley,2020-07-20T12:50:02-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reo/d/langley-dont-invest-in-real-estate-4/7162848870.html
661,979000,3,NA,Assignment Opportunity 3bd 2ba Condo - Lynn Valley,Lynn Valley,2020-07-20T12:44:13-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-east-central-assignment/7162844647.html
662,2190000,5,10000,"** 4800 sq ft, 10000 sqft lot, TWO FAMILY HOME, Luxurious",The Crest Burnaby Cariboo area,2020-07-20T12:22:35-0700,unfurnished,house,attached garage,5,https://vancouver.craigslist.org/bnc/reo/d/burnaby-sq-ft-sqft-lot-two-family-home/7162828559.html
663,1298800,4,1973,Luxurious and Beautiful Home For Sale,Richmond,2020-07-20T12:17:46-0700,unfurnished,townhouse,attached garage,4,https://vancouver.craigslist.org/rch/reo/d/richmond-luxurious-and-beautiful-home/7162824865.html
664,1438000,2,1094,PH1 2228 Marstrand Ave - Easy to show by appt,NA,2020-07-20T12:13:45-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-ph-marstrand-ave-easy-to-show/7162821669.html
665,599000,1,770,Walk everywhere and admire North Shore from home !,Downtown,2020-07-20T11:48:40-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-walk-everywhere-and-admire/7162802421.html
666,939900,2,978,BRAND NEW 2 bed 2 bath + Den - 2 parking,Queensbury,2020-07-20T11:45:52-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-brand-new-2-bed-2-bath/7162800254.html
667,535000,1,546,1 bedroom with great layout,Collingwood VE,2020-07-20T11:42:51-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-1-bedroom-with-great-layout/7162797955.html
668,1048000,3,1186,Family house near Trout Lake 3 bed 2 bath,Grandview Woodland,2020-07-20T11:39:21-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-family-house-near-trout-lake/7162795230.html
669,1100000,2,1069,Sunset beach views 2 bed,West End VW,2020-07-20T11:36:16-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/sunset-beach-views-2-bed/7162792787.html
670,569900,2,889,Perfect 1st time buyer or investor 2 bed 1 bath,Lower Lonsdale,2020-07-20T11:33:48-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-perfect-1st-time-buyer/7162790896.html
671,599900,1,671,603 Regan Ave (Regan Walk )  fenced yard,West Coquitlam,2020-07-12T12:43:49-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/pml/reb/d/coquitlam-603-regan-ave-regan-walk/7158130097.html
672,525000,1,688,1 bedroom w/ den unit - 18th floor,Lougheed town centre,2020-07-20T11:20:20-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/bnc/reo/d/coquitlam-north-1-bedroom-den-unit-18th/7162780504.html
673,598888,2,857,2 bed in AMAZING location,East Van,2020-07-20T11:15:16-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-2-bed-in-amazing-location/7162776482.html
674,189900,3,16,Modular home manufactured home,Langley,2020-07-20T11:10:51-0700,unfurnished,NA,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-township-east-modular-home/7162773213.html
675,879900,4,18,House on Large Lot with Shop (Whonnock),Maple Ridge,2020-07-20T11:03:00-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-house-on-large-lot-with/7162767048.html
676,899000,3,14,3 Bedroom Home on Private lot,Maple Ridge,2020-07-20T11:01:28-0700,unfurnished,house,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-3-bedroom-home-on-private/7162765860.html
677,588800,1,683,NEW Jr 2 bed in prime location,Brighouse,2020-07-20T11:01:17-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rch/reb/d/richmond-west-new-jr-2-bed-in-prime/7162765681.html
678,635000,1,667,Never ever listed 1 bed + den Downtown,downtown,2020-07-20T10:57:54-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-never-ever-listed-1-bed-den/7162763311.html
679,499000,1,715,1 bed 1 bath in PRIME LOCATION,Collingwood VE,2020-07-20T10:54:47-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-1-bed-1-bath-in-prime-location/7162760925.html
680,189900,3,715,Modular home manufactured home- BRAND NEW,Langley,2020-07-20T10:53:58-0700,unfurnished,NA,NA,2,https://vancouver.craigslist.org/pml/reb/d/langley-township-east-modular-home/7162760338.html
681,NA,0,7000,Residential Lot,North Vancouver,2020-07-20T10:53:21-0700,unfurnished,land,NA,2,https://vancouver.craigslist.org/nvn/reo/d/north-vancouver-residential-lot/7162759863.html
682,768000,3,1,3 level townhome - 3 bed 3 bath,Brighouse South,2020-07-20T10:47:10-0700,unfurnished,apartment,NA,3,https://vancouver.craigslist.org/rch/reb/d/richmond-3-level-townhome-3-bed-3-bath/7162754986.html
683,568800,2,1,Ground level condo in Willoughby,Langley,2020-07-20T10:46:58-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/langley-ground-level-condo-in-willoughby/7162754828.html
684,1174999,2,116,RARE 2 bed 2 bath DT - rentals allowed!,Downtown,2020-07-20T10:44:16-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-rare-2-bed-2-bath-dt-rentals/7162752865.html
685,798000,1,667,1 bed + den Penthouse in Kits 360,Fairview,2020-07-20T10:40:29-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-1-bed-den-penthouse-in-kits/7162750004.html
686,1499800,8,,2 level home in a quiet cul-de-sac! 8 bed 5 bath,Fraserview,2020-07-20T10:37:03-0700,unfurnished,apartment,NA,5,https://vancouver.craigslist.org/van/reb/d/vancouver-2-level-home-in-quiet-cul-de/7162747319.html
687,549800,3,1534,Very large 3 bed 2 bath condo,Uptown NW,2020-07-20T10:15:03-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-northeast-very-large-3/7162730132.html
688,2976,6,691,★ ★TURNKEY RETAIL SPACE IN BURNABY FOR LEASE ★ ★,Burnaby,2020-07-13T14:51:38-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-turnkey-retail-space-in-burnaby/7158805601.html
689,1148000,5,3505,"Gorgeous Home w Vaulted Ceilngs, Turf Yard, Suite","Willoughby Heights, Langley",2020-07-15T17:21:01-0700,unfurnished,house,attached garage,4,https://vancouver.craigslist.org/rds/reb/d/langley-gorgeous-home-vaulted-ceilngs/7160086100.html
690,378000,2,948,Beautiful Condo with Private Courtyard View,Langley,2020-07-15T19:08:30-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/langley-city-beautiful-condo-with/7160129640.html
691,869000,3,1195,Beautiful Townhome in Burnaby north ! 3 bed 2 bath,Willingdon Heights,2020-07-20T09:56:03-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-beautiful-townhome-in-burnaby/7162714838.html
692,999000,2,989,Private 360 patio in heart of DT! 2 bed 2 bath 1 den,Downtown,2020-07-20T09:40:59-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-private-360-patio-in-heart-of/7162702752.html
693,1100,3,300,Single or family accommodation INCLUDES HORSE BOARDING,"Ideal for North Van, Richmond, or Delta Residents",2020-07-20T09:37:27-0700,furnished,NA,street parking,1,https://vancouver.craigslist.org/nvn/reo/d/north-vancouver-single-or-family/7162699995.html
694,1190000,4,,4 BED + 2 BATH HOME IN BURNABY!,Burnaby,2020-07-13T09:46:14-0700,unfurnished,duplex,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-4-bed-2-bath-home-in-burnaby/7158586019.html
695,499800,2,1114,2 BED + 2 BATH HOME IN SOUTH SURREY!,Surrey,2020-06-24T14:18:54-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-2-bed-2-bath-home-in-south-surrey/7147793237.html
696,529000,2,956,2 BED + 2 BATH HOME IN WILLOUGHBY!,Langley,2020-07-06T11:45:42-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-township-northwest-2-bed-2-bath/7154496103.html
697,1550,2,,LOOKING FOR A PLACE TO CALL HOME,"Surrey/Newton area preferred, but open!!",2020-07-20T09:29:59-0700,unfurnished,house,street parking,1,https://vancouver.craigslist.org/rds/reo/d/surrey-upper-west-looking-for-place-to/7162693791.html
698,2600,4,1700,4 Bedroom T/House for Rentr,64 x 140 St. Surrey BC,2020-07-07T16:55:24-0700,unfurnished,townhouse,NA,4,https://vancouver.craigslist.org/rds/reb/d/surrey-upper-west-4-bedroom-house-for/7155326943.html
699,1050000,9,9,Ready to build lot for sale,"Cloverdale, BC",2020-07-16T10:34:14-0700,unfurnished,land,NA,4,https://vancouver.craigslist.org/rds/reo/d/surrey-ready-to-build-lot-for-sale/7160431614.html
700,1499000,4,3338,Gorgeous 2 Storey + Full Walkout Basement w/Mountain Views!!,Cedar Ridge/Langley/21073 45A Crescent,2020-07-06T08:42:42-0700,unfurnished,house,attached garage,4,https://vancouver.craigslist.org/rds/reb/d/langley-gorgeous-2-storey-full-walkout/7154352047.html
701,1299000,NA,NA,"Lot For Sale in Langley, Campbell Valley",Campbell Valley/6 Avenue/Langley,2020-06-29T14:27:29-0700,unfurnished,land,NA,4,https://vancouver.craigslist.org/rds/reb/d/langley-lot-for-sale-in-langley/7150717167.html
702,1198000,3,,Beautiful 3 Bed 2 Bath Home In Prime Burnaby East Location,Burnaby,2020-07-08T08:25:42-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-beautiful-3-bed-2-bath-home-in/7155599245.html
703,1198000,3,,Beautiful 3 Bed 2 Bath Home In Prime Burnaby East Location,Burnaby,2020-07-08T08:22:08-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/van/reb/d/burnaby-beautiful-3-bed-2-bath-home-in/7155596708.html
704,2300,2,,For Rent - 2 Bed with 2 Bath Apartment,Richmond,2020-06-29T07:24:58-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rch/reo/d/richmond-for-rent-2-bed-with-2-bath/7150409311.html
705,849000,2,864,"New condo, Excellent price/Excellent opportunity",Brentwood park/ Burnaby,2020-07-08T10:46:28-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/burnaby-new-condo-excellent-price/7155707520.html
706,859000,2,,HOUSE FOR SALE: 2900 CROSSLEY DRIVE,Abbotsford,2020-07-13T12:31:06-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/abbotsford-southwest-house-for-sale/7158712055.html
707,799900,9,9600,LAND FOR SALE : 20383 OSPRING STREET,Maple Ridge,2020-07-10T12:36:26-0700,unfurnished,land,no parking,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-land-for-sale-ospring-street/7157008451.html
708,1399900,2,,HOUSE FOR SALE: 3103 E GEORGIA STREET,VANCOUVER,2020-07-10T12:50:27-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-house-for-sale-3103-georgia/7157017923.html
709,699000,5,588,CONDO FOR SALE : 2804 438 SEYMOUR STREET,Vancouver,2020-07-06T12:55:29-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-condo-for-sale-seymour-street/7154548419.html
710,839900,0,01479,TOWNHOUSE FOR SALE: 9 230 SALTER STREET,New Westminster,2020-07-07T13:45:16-0700,unfurnished,townhouse,NA,2,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-southwest-townhouse-for/7155213725.html
711,785000,8,805,CONDO FOR SALE: 309 2221 E 30TH AVENUE,VANCOUVER,2020-07-10T12:31:18-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-condo-for-sale-th-avenue/7157004861.html
712,679900,2,984,CONDO FOR SALE : 208 2958 WHISPER WAY,Coquitlam,2020-07-08T12:20:11-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-north-condo-for-sale/7155779068.html
713,1068000,2,1156,CONDO FOR SALE: 2202 4400 BUCHANAN STREET - $1068000,BURNABY,2020-06-23T14:34:19-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-condo-for-sale-buchanan-street/7147188436.html
714,888000,1,731,CONDO FOR SALE: 2907 583 BEACH CRESCENT - $888000,Vancouver,2020-06-23T11:59:33-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/van/reb/d/vancouver-condo-for-sale-beach-crescent/7147081159.html
715,1299000,3,,HOUSE FOR SALE: 13777 BLACKBURN AVENUE -,White Rock,2020-06-23T09:48:24-0700,unfurnished,house,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/white-rock-house-for-sale-blackburn/7146980440.html
716,412000,1,713,CONDO FOR SALE AT TOWNSHIP COMMONS!,Langley,2020-06-23T08:48:20-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/lambton-condo-for-sale-at-township/7146934262.html
717,555000,1,567,Architecturally Unique - 1 Bedroom - w/City View,Lower Lonsdale,2020-07-11T12:42:24-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/nvn/reo/d/north-vancouver-architecturally-unique/7157605477.html
718,NA,NA,NA,"For Sublease: 3,500 SF of Warehouse",Pitt Meadows,2020-06-30T16:53:58-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/pml/reb/d/pitt-meadows-for-sublease-3500-sf-of/7151404981.html
719,NA,NA,NA,"FOR SALE: 2,450 SF of Strata Warehouse, Office, and Caretaker Suite",Delta,2020-06-25T15:32:14-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/pml/reb/d/delta-for-sale-2450-sf-of-strata/7148435795.html
720,999,NA,NA,3D VIRTUAL TOURS NOW THE ONLY WAY TO SELL YOUR HOME SAFELY!,BC Lower Mainland,2020-06-22T15:53:02-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/van/reo/d/port-coquitlam-north-3d-virtual-tours/7146605820.html
721,165000,NA,NA,****5.66 Acres of LAKE VIEW Sub-Dividable Lot for SALE******,Seton Portage,2020-07-13T08:10:18-0700,unfurnished,land,NA,1,https://vancouver.craigslist.org/van/reo/d/north-island-566-acres-of-lake-view-sub/7158513812.html
722,NA,NA,NA,House for Sale,Maple Ridge,2020-07-19T17:46:29-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/pml/reo/d/maple-ridge-northwest-house-for-sale/7162403089.html
723,779000,3,NA,Large Updated Rancher In Move In Condition,"12041 221 St, Maple Ridge",2020-07-19T17:26:19-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-large-updated-rancher-in/7162394982.html
724,3150,4,14,Brand New Townhouses,richmond close No.4,2020-07-19T17:11:29-0700,unfurnished,townhouse,street parking,4,https://vancouver.craigslist.org/rch/reo/d/richmond-brand-new-townhouses/7162388877.html
725,NA,NA,NA,2017 Outlaw 38’ class A motor home,NA,2020-07-19T17:06:23-0700,unfurnished,apartment,NA,4,https://vancouver.craigslist.org/van/reo/d/abbotsford-southeast-2017-outlaw-38/7162386680.html
726,579900,3,1730,Immaculate Rancher,Qualicum Beach,2020-06-27T18:08:59-0700,unfurnished,house,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/qualicum-beach-immaculate-rancher/7149703090.html
727,657000,3,1760,*** Reduced *** Oceanfront community ; Detached Patio Home,Parksville,2020-07-11T18:20:13-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/parksville-reduced-oceanfront-community/7157781307.html
728,NA,NA,NA,Lot near the Beach,Nanaimo,2020-07-11T18:11:33-0700,unfurnished,land,NA,2,https://vancouver.craigslist.org/rds/reb/d/nanaimo-lot-near-the-beach/7157778173.html
729,134900,3,970,"Investment in Cold Lake, Alberta –  3 Bdrm Condo - $134,900",NA,2020-07-19T15:12:20-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/nvn/reo/d/cold-lake-investment-in-cold-lake/7162333360.html
730,135000,3,970,"Investment Opportunity–3 Bdrm Condo in Cold Lake, Alberta-$135,000",NA,2020-07-19T15:09:51-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/van/reo/d/cold-lake-investment-opportunity3-bdrm/7162332038.html
731,431500,3,1590,Saskatoon Sask. Beautiful House For Sale,"Willowgrove, Saskatoon",2020-07-19T15:02:08-0700,unfurnished,house,detached garage,2.5,https://vancouver.craigslist.org/van/reo/d/saskatoon-saskatoon-sask-beautiful/7162327937.html
732,899000,2,,Custom Designed South Facing Waterfront Home,"477 Letour Rd., Mayne Island",2020-07-19T14:59:02-0700,unfurnished,house,street parking,2,https://vancouver.craigslist.org/van/reb/d/mayne-custom-designed-south-facing/7162326340.html
733,698000,3,,"Waterfront Home on Campbell Bay, Mayne Island",Campbell Bay,2020-07-19T14:52:00-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rch/reb/d/mayne-waterfront-home-on-campbell-bay/7162322545.html
734,460000,2,1,Mayne Island Get-A-Way,Mayne Island,2020-07-19T14:51:04-0700,unfurnished,house,street parking,2,https://vancouver.craigslist.org/rch/reb/d/mayne-island-mayne-island-get-way/7162322058.html
735,800,7,1,900-800 Furnished private rooms available in West Vancouver.,West vancouver,2020-07-03T20:16:20-0700,furnished,house,attached garage,3,https://vancouver.craigslist.org/nvn/reo/d/west-vancouver-furnished-private-rooms/7153222619.html
736,329800,1,688,"Start Here! Popular ""Mainstreet"" off Scott Rd, 1-bdrm on Quiet Side!",Surrey,2020-07-13T11:13:42-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-upper-west-start-here-popular/7158653343.html
737,399000,2,988,"""Lincoln's Gate""in Guildford, 2-Bdrm Ground Level Townhouse W/ Yard!!!",Surrey,2020-07-13T11:06:34-0700,unfurnished,townhouse,street parking,1.5,https://vancouver.craigslist.org/rds/reb/d/surrey-north-lincolns-gatein-guildford/7158647812.html
738,379000,2,1058,"NEW PRICE! Top Floor, Corner Unit, Bright 2-Bdrm! Nr Skytrain!",North Surrey,2020-07-09T12:42:58-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-inner-northwest-new-price-top/7156407448.html
739,668000,1,547,"New Listing! 1 Block from Robson, Executive 18th Floor in ""The George""",Vancouver West,2020-07-10T23:05:03-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/van/reb/d/vancouver-new-listing-1-block-from/7157274313.html
740,599000,1,547,Assignment 1bed apartment sale,Burnaby  Brentwood,2020-07-19T11:48:08-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/bnc/reo/d/burnaby-assignment-1bed-apartment-sale/7162211829.html
741,5000,NA,NA,FLAT LAND FOR LEASE,LANGLEY TOWN SHIP,2020-07-19T11:47:48-0700,unfurnished,flat,NA,1,https://vancouver.craigslist.org/rds/reo/d/langley-township-southwest-flat-land/7162211607.html
742,NA,NA,NA,"For Sale : 1,950 SF Strata Warehouse/Office",Surrey,2020-07-19T11:04:53-0700,unfurnished,NA,NA,1,https://vancouver.craigslist.org/rds/reo/d/surrey-for-sale-sf-strata-warehouse/7162183798.html
743,NA,NA,NA,Brand New home for sale in Delta,Delta,2020-07-11T09:56:58-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/rds/reb/d/delta-northeast-brand-new-home-for-sale/7157483001.html
744,1738000,8,3799,OPEN HOUSE TODAY,Burnaby,2020-07-19T10:44:26-0700,unfurnished,house,detached garage,4,https://vancouver.craigslist.org/bnc/reo/d/burnaby-open-house-today/7162170687.html
745,395000,1,8,LARGE 1 Bedroom & Den Near Gateway Skytrain Station,Surrey,2020-06-22T21:03:47-0700,unfurnished,apartment,attached garage,1.5,https://vancouver.craigslist.org/bnc/reb/d/surrey-large-1-bedroom-den-near-gateway/7146735974.html
746,589000,1,7,Kitsilano living in this spacious one bedroom condo close to beach!,Kitsilano Vancouver West,2020-07-16T08:10:26-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/van/reb/d/vancouver-kitsilano-living-in-this/7160324644.html
747,NA,NA,NA,Real Estate Investing,Surrey North,2020-07-19T10:10:23-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reo/d/surrey-north-real-estate-investing/7162148858.html
748,1240000,7,3,►►Open House Today◄◄ Brand New Custom Built 7 Bed + 5 Bath House,"Panorama Ridge Surrey, BC",2020-07-19T09:59:45-0700,unfurnished,house,detached garage,5,https://vancouver.craigslist.org/van/reo/d/surrey-open-house-today-brand-new/7162141999.html
749,679000,3,1635,NEW Price -Fabulous Comox Rancher on Corner Lot with RV & Boat parking,Comox,2020-07-19T09:25:29-0700,furnished,house,attached garage,2,https://vancouver.craigslist.org/van/reo/d/san-luis-new-price-fabulous-comox/7162121228.html
750,400000,1,465,"1210 13750 100 Ave Surrey Asking $400,000",Whalley,2020-07-19T09:21:05-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-inner-northwest-ave-surrey/7162118647.html
751,NA,NA,NA,"Design, Drafting, CAD, Taught the building",28 years of local experience,2020-06-20T18:02:51-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/bnc/reo/d/vancouver-design-drafting-cad-taught/7145581008.html
752,619999,3,13,"3 bedroom condo in North Surrey 1,323 Sqft",Guildford,2020-07-19T09:09:43-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/surrey-north-3-bedroom-condo-in-north/7162111792.html
